date_or_order,day_index,split_code,actual_productivity,predicted_productivity,pi_lower,pi_upper,is_burn_in,series,p_alarm,actual_alarm,_order_key,team_display,department_display,targeted_productivity,incentive,wip,no_of_workers,over_time,smv,no_of_style_change,quarter,date,forecast_gap,below_target,risk_status,risk_flag,interval_width,suggested_focus
56,55,2,0.800842424,0.8105432014893845,0.305461360004059,0.9768384939033988,False,3__1,0.3068586040458317,0,56,Team 3,Sewing,0.8,50,964.0,58.0,5160,30.1,1,2,2015-03-09,0.01054320148938448,False,Watch,0,0.6713771338993398,Review team conditions
57,56,2,0.800071839,0.8521721817861303,0.3719434179227861,0.9828058461217812,False,3__1,0.2357498811925898,0,57,Team 3,Sewing,0.8,63,756.0,58.0,6960,30.1,1,2,2015-03-10,0.052172181786130256,False,Healthy,0,0.6108624281989952,No immediate action
58,57,2,0.800071839,0.8506349927867121,0.3691760337523891,0.9825902307546576,False,3__1,0.2384327539076788,0,58,Team 3,Sewing,0.8,63,735.0,58.0,6960,30.1,1,2,2015-03-11,0.05063499278671202,False,Healthy,0,0.6134141970022684,No immediate action
0,0,0,0.593055556,0.7106247390725836,0.149454020195583,0.971971161715858,True,4__0,0.4177520986782805,1,0,Team 4,Finishing,0.75,0,,18.0,2160,3.94,0,1,2015-01-01,-0.03937526092741639,True,High Risk,1,0.822517141520275,Review overtime
1,1,0,0.988024691,0.7013857273206804,0.1459960287250837,0.9702204326758724,True,4__0,0.4752834538497693,0,1,Team 4,Finishing,0.8,0,,20.0,6600,4.15,0,1,2015-01-03,-0.09861427267931966,True,High Risk,1,0.8242244039507888,Review overtime
2,2,0,0.861679012,0.7743111050168016,0.2020023018122629,0.9792618758302392,True,4__0,0.3815719952816621,0,2,Team 4,Finishing,0.8,0,,20.0,6600,3.94,0,1,2015-01-04,-0.025688894983198485,True,Watch,0,0.7772595740179763,Review overtime
3,3,0,0.893663194,0.7619982107087572,0.1927688521744429,0.9775422406508176,True,4__0,0.3978882935210154,0,3,Team 4,Finishing,0.8,0,,16.0,3840,3.94,0,1,2015-01-05,-0.03800178929124287,True,Watch,0,0.7847733884763748,Review overtime
4,4,0,0.966781346,0.7885199202155904,0.2192387970996474,0.9805202934338674,True,4__0,0.3606810036362325,0,4,Team 4,Finishing,0.8,0,,18.0,4440,3.94,0,1,2015-01-06,-0.01148007978440968,True,Watch,0,0.76128149633422,Review overtime
5,5,0,0.827186544,0.8141487663713936,0.2495288238521466,0.9832954650545684,True,4__0,0.3225879595220055,0,5,Team 4,Finishing,0.8,0,,18.0,4440,3.94,0,1,2015-01-07,0.014148766371393506,False,Watch,0,0.7337666412024219,Review overtime
6,6,0,0.919905405,0.814192527851563,0.2507943477720545,0.9831914885699946,True,4__0,0.3221070596208605,0,6,Team 4,Finishing,0.8,0,,20.0,12600,3.94,0,2,2015-01-08,0.014192527851562997,False,Watch,0,0.7323971407979402,Review overtime
7,7,0,0.911589744,0.8271367681868577,0.2688679819856087,0.9845220040967164,True,4__0,0.3017888956247125,0,7,Team 4,Finishing,0.8,0,,20.0,6000,3.94,0,2,2015-01-10,0.02713676818685762,False,Watch,0,0.7156540221111077,Review overtime
8,8,0,0.925643939,0.8361369497536659,0.2827300912620504,0.985418816039427,False,4__0,0.2872049623160707,0,8,Team 4,Finishing,0.8,0,,20.0,3600,3.94,0,2,2015-01-11,0.03613694975366588,False,Healthy,0,0.7026887247773766,No immediate action
9,9,0,0.942213805,0.8305436036668213,0.2755699844208706,0.9847417393002432,False,4__0,0.0574156448201743,0,9,Team 4,Finishing,0.35,0,,18.0,3240,4.3,0,2,2015-01-12,0.48054360366682136,False,Healthy,0,0.7091717548793726,No immediate action
10,10,0,0.952020202,0.804467542175539,0.2423606710134545,0.9817744639017976,False,4__0,0.0714238589172361,0,10,Team 4,Finishing,0.35,0,,12.0,2160,4.3,0,2,2015-01-13,0.454467542175539,False,Healthy,0,0.7394137928883431,No immediate action
11,11,0,0.908080808,0.7759532803828754,0.211925460139585,0.9783840418176004,False,4__0,0.08791634150176,0,11,Team 4,Finishing,0.35,0,,8.0,2700,4.3,0,2,2015-01-14,0.4259532803828754,False,Healthy,0,0.7664585816780154,No immediate action
12,12,0,0.988636364,0.8565419255038736,0.3189225591543443,0.9873710251464556,False,4__0,0.0435544793907993,0,12,Team 4,Finishing,0.35,0,,20.0,3600,4.3,0,3,2015-01-15,0.5065419255038737,False,Healthy,0,0.6684484659921113,No immediate action
15,13,0,0.977272727,0.8923354557816269,0.3940897372235765,0.9909635926224613,False,4__0,0.131898300717874,0,15,Team 4,Finishing,0.7,0,,28.0,5040,4.3,0,3,2015-01-19,0.19233545578162692,False,Healthy,0,0.5968738553988848,No immediate action
17,14,0,0.978525641,0.8784775354531528,0.3629909801100514,0.9895535661287372,False,4__0,0.1803005275879511,0,17,Team 4,Finishing,0.75,0,,20.0,6000,4.3,0,3,2015-01-21,0.12847753545315277,False,Healthy,0,0.6265625860186859,No immediate action
18,15,0,0.670216049,0.8616273768265276,0.3297048800943637,0.9878097682424936,False,4__0,0.2065807972467561,0,18,Team 4,Finishing,0.75,0,,15.0,9000,4.3,0,4,2015-01-22,0.11162737682652757,False,Healthy,0,0.6581048881481298,No immediate action
19,16,0,0.651515152,0.8432373025249397,0.2984387070133145,0.9858433671633572,False,4__0,0.2345674266324486,0,19,Team 4,Finishing,0.75,0,,12.0,2160,4.3,0,4,2015-01-24,0.09323730252493967,False,Healthy,0,0.6874046601500428,No immediate action
20,17,0,0.952020202,0.837173940010321,0.2895198672058809,0.9851496388993723,False,4__0,0.24345660314417,0,20,Team 4,Finishing,0.75,0,,12.0,2160,4.3,0,4,2015-01-25,0.08717394001032097,False,Healthy,0,0.6956297716934914,No immediate action
21,18,0,0.963699495,0.8445799766350542,0.3014397721121187,0.9859301803687928,False,4__0,0.2321839961057131,0,21,Team 4,Finishing,0.75,0,,12.0,2160,4.3,0,4,2015-01-26,0.09457997663505424,False,Healthy,0,0.6844904082566741,No immediate action
22,19,0,0.940625,0.8541193797199359,0.3177352911291048,0.986931318319628,False,4__0,0.2554794255918013,0,22,Team 4,Finishing,0.8,0,,12.0,1440,4.3,0,4,2015-01-27,0.054119379719935856,False,Healthy,0,0.6691960271905232,No immediate action
23,20,0,0.722638889,0.8587917262411617,0.3263879985640429,0.9874049955254696,False,4__0,0.2474736613752795,0,23,Team 4,Finishing,0.8,0,,12.0,1440,4.3,0,4,2015-01-28,0.05879172624116169,False,Healthy,0,0.6610169969614267,No immediate action
24,21,0,0.989,0.8735396356926903,0.3549114967738569,0.98893972822285,False,4__0,0.2221045890433816,0,24,Team 4,Finishing,0.8,0,,10.0,1200,4.3,0,0,2015-01-29,0.07353963569269029,False,Healthy,0,0.6340282314489931,No immediate action
25,22,0,0.971866667,0.8867326328821252,0.3843812958826209,0.9902561959791732,False,4__0,0.1985321535621704,0,25,Team 4,Finishing,0.8,0,,10.0,1200,3.94,0,0,2015-01-31,0.08673263288212518,False,Healthy,0,0.6058749000965524,No immediate action
26,23,0,0.845069444,0.8879538367511663,0.3879494842124141,0.9903494384930108,False,4__0,0.1960604719598709,0,26,Team 4,Finishing,0.8,0,,12.0,1440,4.3,0,1,2015-02-01,0.0879538367511663,False,Healthy,0,0.6023999542805967,No immediate action
27,24,0,0.809236111,0.8866988178079155,0.3852766302592991,0.990211341925758,False,4__0,0.1982081372304057,0,27,Team 4,Finishing,0.8,0,,12.0,1440,4.3,0,1,2015-02-02,0.08669881780791544,False,Healthy,0,0.604934711666459,No immediate action
28,25,0,0.5375,0.8846743392339484,0.3808388845761458,0.9899959565893506,False,4__0,0.2017398085264237,1,28,Team 4,Finishing,0.8,0,,12.0,1440,4.3,0,1,2015-02-03,0.0846743392339484,False,Healthy,0,0.6091570720132048,No immediate action
31,26,0,0.447916667,0.8509064785525869,0.3134483426041665,0.9865104566343612,False,4__0,0.2603712343206473,1,31,Team 4,Finishing,0.8,0,,8.0,960,4.3,0,1,2015-02-07,0.0509064785525869,False,Healthy,0,0.6730621140301947,No immediate action
34,27,0,0.796755556,0.8827799628380567,0.377191837633321,0.989774252767734,False,4__0,0.1432531432202458,0,34,Team 4,Finishing,0.7,0,,15.0,1800,4.15,0,2,2015-02-10,0.18277996283805675,False,Healthy,0,0.612582415134413,No immediate action
35,28,0,1.033155556,0.8807706826787511,0.3729012165302374,0.9895600781455562,False,4__0,0.1460219791505266,0,35,Team 4,Finishing,0.7,0,,15.0,1800,4.15,0,2,2015-02-11,0.18077068267875118,False,Healthy,0,0.6166588616153188,No immediate action
36,29,0,1.096633333,0.8972281719839412,0.4128290281825023,0.9912020003787616,False,4__0,0.1224375048942487,0,36,Team 4,Finishing,0.7,0,,15.0,1800,4.15,0,2,2015-02-12,0.19722817198394127,False,Healthy,0,0.5783729721962594,No immediate action
37,30,0,0.902916667,0.9237742863276742,0.4937116386684215,0.9937503985133288,False,4__0,0.104040364324322,0,37,Team 4,Finishing,0.75,0,,20.0,2400,4.15,0,2,2015-02-14,0.17377428632767422,False,Healthy,0,0.5000387598449073,No immediate action
38,31,0,0.287041667,0.9180338924906402,0.4743060550622651,0.9932043433680487,False,4__0,0.1135360482821685,1,38,Team 4,Finishing,0.75,0,,20.0,2400,4.15,0,3,2015-02-15,0.16803389249064016,False,Healthy,0,0.5188982883057837,No immediate action
39,32,0,0.722333333,0.8963730077961932,0.4111600550536949,0.9910961259889536,False,4__0,0.1491471271692991,0,39,Team 4,Finishing,0.75,0,,15.0,1800,4.15,0,3,2015-02-16,0.14637300779619322,False,Healthy,0,0.5799360709352587,No immediate action
40,33,0,0.656666667,0.8434201882901755,0.3022939850408702,0.9856181503802282,False,4__0,0.2327983739188688,0,40,Team 4,Finishing,0.75,0,,8.0,960,5.13,0,3,2015-02-17,0.09342018829017551,False,Healthy,0,0.683324165339358,No immediate action
41,34,1,0.734645833,0.839302232420514,0.2960292742917155,0.9851484423641008,False,4__0,0.2389102605802378,0,41,Team 4,Finishing,0.75,0,,8.0,960,5.13,0,3,2015-02-18,0.08930223242051405,False,Healthy,0,0.6891191680723854,No immediate action
42,35,1,0.684027778,0.8339846927339657,0.288195854684847,0.9845381506926916,False,4__0,0.2467657248783345,0,42,Team 4,Finishing,0.75,0,,8.0,1920,5.13,0,3,2015-02-19,0.0839846927339657,False,Healthy,0,0.6963422960078446,No immediate action
49,36,1,0.673083333,0.8604362083721405,0.3321931334630148,0.987416880331214,False,4__0,0.1225746490878066,0,49,Team 4,Finishing,0.6,0,,8.0,960,3.94,0,1,2015-03-01,0.26043620837214054,False,Healthy,0,0.6552237468681992,No immediate action
50,37,2,0.806879167,0.8568061287076814,0.3257680049193332,0.987018569582564,False,4__0,0.1512277153506248,0,50,Team 4,Finishing,0.65,0,,8.0,960,3.94,0,1,2015-03-02,0.20680612870768134,False,Healthy,0,0.6612505646632307,No immediate action
51,38,2,0.555430556,0.8510170244280991,0.3158380695413401,0.9863819098623874,False,4__0,0.1874729544478774,1,51,Team 4,Finishing,0.7,0,,8.0,3360,3.94,0,1,2015-03-03,0.15101702442809917,False,Healthy,0,0.6705438403210473,No immediate action
52,39,2,0.806058333,0.8506661578862585,0.3153743754109721,0.9863351750961068,False,4__0,0.1879009708813121,0,52,Team 4,Finishing,0.7,0,,8.0,960,3.94,0,1,2015-03-04,0.1506661578862586,False,Healthy,0,0.6709607996851348,No immediate action
53,40,2,0.812625,0.8496382296499181,0.3137753612337186,0.9862139957545198,False,4__0,0.189263957973269,0,53,Team 4,Finishing,0.7,0,,8.0,960,3.94,0,1,2015-03-05,0.14963822964991813,False,Healthy,0,0.6724386345208013,No immediate action
54,41,2,0.664875,0.8487878554906262,0.3124801534297267,0.9861123396734696,False,4__0,0.190383093259845,0,54,Team 4,Finishing,0.7,0,,8.0,960,3.94,0,1,2015-03-07,0.14878785549062623,False,Healthy,0,0.6736321862437429,No immediate action
55,42,2,0.890604167,0.8400003172597498,0.2984303614143043,0.9851313653740064,False,4__0,0.2373087909813929,0,55,Team 4,Finishing,0.75,0,,8.0,960,3.94,0,2,2015-03-08,0.09000031725974977,False,Healthy,0,0.6867010039597021,No immediate action
56,43,2,0.7953875,0.9851362895663788,0.8257158493782092,0.9992814600027932,False,4__0,0.0116881974236289,0,56,Team 4,Finishing,0.75,960,,8.0,0,3.94,0,2,2015-03-09,0.23513628956637878,False,Healthy,0,0.17356561062458398,No immediate action
57,44,2,0.881575,0.8331631783909234,0.2882811311641126,0.9843458382338968,False,4__0,0.2474440382177027,0,57,Team 4,Finishing,0.75,0,,8.0,960,3.94,0,2,2015-03-10,0.08316317839092335,False,Healthy,0,0.6960647070697842,No immediate action
58,45,2,0.813309028,0.8317074015336617,0.2862595248509361,0.9841714879026008,False,4__0,0.249559470750969,0,58,Team 4,Finishing,0.75,0,,8.0,1920,3.94,0,2,2015-03-11,0.08170740153366174,False,Healthy,0,0.6979119630516647,No immediate action
0,0,0,0.52118,0.6255609150033073,0.1596346996895218,0.9364629035396232,True,4__1,0.4095868595811447,1,0,Team 4,Sewing,0.65,0,861.0,60.0,7200,23.69,0,1,2015-01-01,-0.024439084996692673,True,High Risk,1,0.7768282038501014,Review incentive
1,1,0,0.700134038,0.6013418813559962,0.1511032616430581,0.9276019520392778,True,4__1,0.492098617033931,0,1,Team 4,Sewing,0.7,0,544.0,60.0,13800,23.69,0,1,2015-01-03,-0.09865811864400376,True,High Risk,1,0.7764986903962197,Review incentive
2,2,0,0.800598058,0.7469404595203988,0.2592181101099141,0.9616514815148766,True,4__1,0.4003893902139257,0,2,Team 4,Sewing,0.8,50,878.0,55.5,4260,28.08,0,1,2015-01-04,-0.053059540479601264,True,High Risk,1,0.7024333714049624,Review staffing
3,3,0,0.800076522,0.7503481780639598,0.2671511038194733,0.961476381206563,True,4__1,0.39389536115657,0,3,Team 4,Sewing,0.8,50,759.0,57.5,6900,28.08,0,1,2015-01-05,-0.04965182193604023,True,Watch,0,0.6943252773870896,Review overtime
4,4,0,0.800594466,0.7602248520662698,0.2808029079397309,0.9628803278600744,True,4__1,0.3771066518531862,0,4,Team 4,Sewing,0.8,50,925.0,57.5,10350,28.08,0,1,2015-01-06,-0.03977514793373027,True,Watch,0,0.6820774199203434,Review overtime
5,5,0,0.800594466,0.7668836945117921,0.2909199710912814,0.963743494894322,True,4__1,0.3653753707702465,0,5,Team 4,Sewing,0.8,50,990.0,57.5,10350,28.08,0,1,2015-01-07,-0.03311630548820799,True,Watch,0,0.6728235238030406,Review overtime
6,6,0,0.850181818,0.8598734999433482,0.434794483625979,0.980278712308838,True,4__1,0.2008532585807982,0,6,Team 4,Sewing,0.8,75,942.0,58.5,10530,28.08,0,2,2015-01-08,0.05987349994334812,False,Healthy,0,0.545484228682859,No immediate action
7,7,0,0.801028213,0.8044556595258153,0.3432407396730468,0.9703268246401602,True,4__1,0.2996659131592584,0,7,Team 4,Sewing,0.8,63,660.0,58.0,10440,28.08,0,2,2015-01-10,0.004455659525815281,False,Healthy,0,0.6270860849671134,No immediate action
8,8,0,0.473134796,0.5708963185832224,0.1449020202052074,0.9127450668621324,False,4__1,0.6461691632999675,1,8,Team 4,Sewing,0.8,0,562.0,58.0,10440,50.48,0,2,2015-01-11,-0.22910368141677762,True,High Risk,1,0.767843046656925,Review incentive
9,9,0,0.35063299,0.6214537584936086,0.1745914860091675,0.9273999585828112,False,4__1,0.1380424279079929,0,9,Team 4,Sewing,0.35,0,581.0,51.5,7350,22.4,0,2,2015-01-12,0.27145375849360864,False,Healthy,0,0.7528084725736437,No immediate action
10,10,0,0.500380799,0.6621353065495065,0.2030263061247545,0.9380029644607092,False,4__1,0.2157429095744149,0,10,Team 4,Sewing,0.5,23,783.0,56.5,10170,22.4,0,2,2015-01-13,0.16213530654950647,False,Healthy,0,0.7349766583359547,No immediate action
11,11,0,0.600369686,0.6589110869269452,0.2013411186861502,0.9369234097851644,False,4__1,0.308693621020809,0,11,Team 4,Sewing,0.6,23,816.0,57.0,5100,22.4,0,2,2015-01-14,0.058911086926945244,False,Watch,0,0.7355822910990142,Review incentive
12,12,0,0.650130952,0.6449790804628504,0.1921070033128991,0.9329877309741887,False,4__1,0.3774376669320449,0,12,Team 4,Sewing,0.65,26,872.0,56.0,10080,22.52,0,3,2015-01-15,-0.005020919537149671,True,Watch,0,0.7408807276612897,Review incentive
13,13,0,0.7005417,0.725968869879885,0.2573765848269592,0.9531880824660396,False,4__1,0.3169492916956066,0,13,Team 4,Sewing,0.7,50,825.0,56.5,10170,22.52,0,3,2015-01-17,0.025968869879885004,False,Watch,0,0.6958114976390803,Review staffing
14,14,0,0.7005417,0.7265043871714376,0.2584924417735632,0.9531681979908426,False,4__1,0.3159113330041346,0,14,Team 4,Sewing,0.7,50,882.0,56.5,10170,22.52,0,3,2015-01-18,0.02650438717143766,False,Watch,0,0.6946757562172794,Review staffing
15,15,0,0.750068049,0.7850729192294686,0.3241576370156754,0.9655713222547728,False,4__1,0.23047927306774,0,15,Team 4,Sewing,0.7,63,930.0,57.0,10260,22.52,0,3,2015-01-19,0.08507291922946869,False,Healthy,0,0.6414136852390975,No immediate action
16,16,0,0.750068049,0.7847056213342183,0.3242827828966816,0.965405657844942,False,4__1,0.2307120633758734,0,16,Team 4,Sewing,0.7,63,983.0,57.0,10260,22.52,0,3,2015-01-20,0.08470562133421833,False,Healthy,0,0.6411228749482605,No immediate action
17,17,0,0.900556277,0.8902916411575765,0.5158446308033379,0.9843793764681412,False,4__1,0.1079020647277622,0,17,Team 4,Sewing,0.75,94,825.0,56.0,10080,22.52,0,3,2015-01-21,0.14029164115757653,False,Healthy,0,0.46853474566480335,No immediate action
18,18,0,0.849983766,0.8458747124247735,0.4201191104131517,0.9768021647072396,False,4__1,0.1778966527691778,0,18,Team 4,Sewing,0.75,81,759.0,56.0,10080,22.52,0,4,2015-01-22,0.09587471242477352,False,Healthy,0,0.5566830542940879,No immediate action
19,19,0,0.900321106,0.8854553818358383,0.5050460981953137,0.9835100425849992,False,4__1,0.1147634922434661,0,19,Team 4,Sewing,0.75,94,727.0,57.0,10260,22.52,0,4,2015-01-24,0.13545538183583827,False,Healthy,0,0.47846394438968554,No immediate action
20,20,0,0.900321106,0.8892172282354494,0.5149289891869728,0.984090107644126,False,4__1,0.1087286317394542,0,20,Team 4,Sewing,0.75,94,867.0,57.0,10260,22.52,0,4,2015-01-25,0.13921722823544935,False,Healthy,0,0.46916111845715314,No immediate action
21,21,0,0.850312684,0.7662247573177273,0.303869679299102,0.9612162676870584,False,4__1,0.3622951282426492,0,21,Team 4,Sewing,0.8,60,1016.0,56.5,10170,22.52,0,4,2015-01-26,-0.03377524268227272,True,Watch,0,0.6573465883879563,Review staffing
22,22,0,0.850312684,0.7748332938842404,0.314564618321498,0.962956572050879,False,4__1,0.3474150342743708,0,22,Team 4,Sewing,0.8,60,1106.0,56.5,6780,22.52,0,4,2015-01-27,-0.025166706115759663,True,Watch,0,0.648391953729381,Review WIP
23,23,0,0.800489676,0.7402298964362234,0.275767516417749,0.9554581495825109,False,4__1,0.4057134843008174,0,23,Team 4,Sewing,0.8,50,1342.0,56.5,6780,22.52,0,4,2015-01-28,-0.059770103563776655,True,High Risk,1,0.6796906331647619,Review WIP
24,24,0,0.9008,0.9136684381557714,0.5846068370035495,0.987894350702007,False,4__1,0.0955330826424574,0,24,Team 4,Sewing,0.8,88,1444.0,57.5,6900,22.52,0,0,2015-01-29,0.11366843815577132,False,Healthy,0,0.4032875136984575,No immediate action
25,25,0,0.900537069,0.9131403021248012,0.5833567267792413,0.9877931082577937,False,4__1,0.0962914815698626,0,25,Team 4,Sewing,0.8,88,1432.0,57.5,6660,22.52,0,0,2015-01-31,0.1131403021248012,False,Healthy,0,0.4044363814785523,No immediate action
26,26,0,0.85011396,0.8120422023048175,0.3665937302458028,0.9702041075001828,False,4__1,0.2812027857260083,0,26,Team 4,Sewing,0.8,60,1472.0,58.5,7020,22.52,0,1,2015-02-01,0.012042202304817451,False,Healthy,0,0.60361037725438,No immediate action
27,27,0,0.800393224,0.8382242899883174,0.4058448585789919,0.9754767300294824,False,4__1,0.2351030800310388,0,27,Team 4,Sewing,0.8,50,23122.0,56.5,5940,22.52,0,1,2015-02-02,0.038224289988317395,False,Healthy,0,0.5696318714504905,No immediate action
28,28,0,0.800434622,0.7876354563271534,0.3324949302751948,0.9653245766900156,False,4__1,0.3245412581815525,0,28,Team 4,Sewing,0.8,63,340.0,56.5,5460,22.52,0,1,2015-02-03,-0.012364543672846673,True,Watch,0,0.6328296464148209,Review staffing
29,29,0,0.350706422,0.6158861165960041,0.1774408147323966,0.9227498929180789,False,4__1,0.1371365546555892,0,29,Team 4,Sewing,0.35,23,287.0,55.5,6060,30.1,0,1,2015-02-04,0.26588611659600414,False,Healthy,0,0.7453090781856823,No immediate action
30,30,0,0.500720126,0.630965882942245,0.1869718674013178,0.92724720944388,False,4__1,0.2456704227257874,0,30,Team 4,Sewing,0.5,23,417.0,53.0,6360,30.1,1,1,2015-02-05,0.13096588294224498,False,Healthy,0,0.7402753420425622,No immediate action
31,31,0,0.600224189,0.657938473982394,0.2057998952020676,0.9347428583400974,False,4__1,0.3071535698981719,0,31,Team 4,Sewing,0.6,30,486.0,57.0,6780,30.1,1,1,2015-02-07,0.057938473982394045,False,Watch,0,0.7289429631380298,Review incentive
32,32,0,0.568259587,0.7034244303910425,0.2422348497780109,0.9464608966147156,False,4__1,0.2961316306075614,0,32,Team 4,Sewing,0.65,44,712.0,56.5,6780,30.1,1,2,2015-02-08,0.0534244303910425,False,Healthy,0,0.7042260468367046,No immediate action
33,33,0,0.790003236,0.7311488363012488,0.2682814804497034,0.9530125052483984,False,4__1,0.3068173560778945,0,33,Team 4,Sewing,0.7,50,767.0,57.0,3300,30.1,1,2,2015-02-09,0.031148836301248872,False,Watch,0,0.6847310247986951,Review team conditions
34,34,0,0.700618234,0.6940951111551305,0.2344256302983436,0.9440859131827134,False,4__1,0.3607590674882399,0,34,Team 4,Sewing,0.7,40,855.0,58.0,7020,30.1,1,2,2015-02-10,-0.005904888844869505,True,Watch,0,0.7096602828843698,Review incentive
35,35,0,0.700588406,0.6896273109705421,0.230846017358537,0.9429132694136124,False,4__1,0.3671633094984915,0,35,Team 4,Sewing,0.7,40,667.0,59.5,5940,30.1,1,2,2015-02-11,-0.010372689029457871,True,Watch,0,0.7120672520550755,Review incentive
36,36,0,0.637711864,0.5811784108225746,0.1562204393621569,0.912409612532021,False,4__1,0.5188037536236454,0,36,Team 4,Sewing,0.7,0,419.0,59.0,7080,30.1,1,2,2015-02-12,-0.11882158917742536,True,High Risk,1,0.7561891731698641,Review incentive
37,37,0,0.750392157,0.5839554630087329,0.1579038677008554,0.9132196062095168,False,4__1,0.5734362406011411,0,37,Team 4,Sewing,0.75,0,481.0,59.0,7140,30.1,1,2,2015-02-14,-0.1660445369912671,True,High Risk,1,0.7553157385086614,Review incentive
38,38,0,0.598627451,0.576989453630743,0.1541469574070222,0.9109081567028215,False,4__1,0.5825900212898663,1,38,Team 4,Sewing,0.75,0,919.0,59.5,7140,30.1,1,3,2015-02-15,-0.17301054636925695,True,High Risk,1,0.7567611992957993,Review incentive
39,39,0,0.750356125,0.5760257317464234,0.1537963726173931,0.9104832024032818,False,4__1,0.5839009630788753,0,39,Team 4,Sewing,0.75,0,912.0,58.0,7020,30.1,1,3,2015-02-16,-0.17397426825357665,True,High Risk,1,0.7566868297858887,Review incentive
40,40,0,0.750356125,0.7076756851626741,0.2467366410737188,0.9472991099608412,False,4__1,0.3966710785162628,0,40,Team 4,Sewing,0.75,45,849.0,58.0,7020,30.1,1,3,2015-02-17,-0.042324314837325905,True,Watch,0,0.7005624688871224,Review overtime
41,41,1,0.800980392,0.7454336725634865,0.2836455485708506,0.956112787631458,False,4__1,0.3965118856787027,0,41,Team 4,Sewing,0.8,50,864.0,58.0,480,30.1,1,3,2015-02-18,-0.05456632743651357,True,Watch,0,0.6724672390606075,Review team conditions
42,42,1,0.800094017,0.7884885098450085,0.3351112484945048,0.96527188346881,False,4__1,0.3224898379532336,0,42,Team 4,Sewing,0.8,63,859.0,58.5,7020,30.1,1,3,2015-02-19,-0.011511490154991533,True,Watch,0,0.6301606349743052,Review overtime
43,43,1,0.80000295,0.7854659131886349,0.3312112361802692,0.9646403264354352,False,4__1,0.3277844136718316,0,43,Team 4,Sewing,0.8,63,922.0,59.0,5820,30.1,1,4,2015-02-22,-0.014534086811365143,True,Watch,0,0.633429090255166,Review team conditions
44,44,1,0.800137255,0.6805381070517517,0.2241186210203444,0.9403717449836776,False,4__1,0.4996421138634398,0,44,Team 4,Sewing,0.8,38,891.0,59.0,7140,30.1,1,4,2015-02-23,-0.11946189294824838,True,High Risk,1,0.7162531239633332,Review incentive
45,45,1,0.800071839,0.7300945935633584,0.2682943472159493,0.9525239898489388,False,4__1,0.42173462897671,0,45,Team 4,Sewing,0.8,50,901.0,59.0,6480,30.1,1,4,2015-02-24,-0.06990540643664167,True,High Risk,1,0.6842296426329895,Review team conditions
46,46,1,0.800808642,0.7036401807970848,0.243505797432122,0.9462135265659168,False,4__1,0.4640828700627796,0,46,Team 4,Sewing,0.8,50,323.0,59.0,4080,30.1,1,4,2015-02-25,-0.09635981920291525,True,High Risk,1,0.7027077291337949,Review team conditions
47,47,1,0.495617514,0.665076190228892,0.211937253706252,0.9363569788406056,False,4__1,0.5226857695627782,1,47,Team 4,Sewing,0.8,32,437.0,59.0,7080,30.1,2,4,2015-02-26,-0.13492380977110807,True,High Risk,1,0.7244197251343536,Review incentive
48,48,1,0.500258046,0.6501244327876317,0.201057499738341,0.932258928317776,False,4__1,0.2239273474270882,0,48,Team 4,Sewing,0.5,23,556.0,58.0,6960,26.66,2,4,2015-02-28,0.15012443278763166,False,Healthy,0,0.731201428579435,No immediate action
49,49,1,0.600239766,0.6544507976812256,0.204677179070792,0.9332536156837058,False,4__1,0.3108786741947356,0,49,Team 4,Sewing,0.6,23,692.0,57.0,6840,26.66,0,1,2015-03-01,0.05445079768122563,False,Watch,0,0.7285764366129138,Review incentive
50,50,2,0.750254867,0.7672266738336644,0.3090707306430751,0.9607138914216646,False,4__1,0.2094459642946234,0,50,Team 4,Sewing,0.65,55,832.0,57.0,6780,26.66,0,1,2015-03-02,0.11722667383366436,False,Healthy,0,0.6516431607785895,No immediate action
51,51,2,0.750770115,0.7507997444627711,0.2903650064405443,0.9571212333029828,False,4__1,0.2772268030247078,0,51,Team 4,Sewing,0.7,50,950.0,58.0,6960,26.66,0,1,2015-03-03,0.050799744462771135,False,Healthy,0,0.6667562268624385,No immediate action
52,52,2,0.799975862,0.7940451545668262,0.343472725016777,0.9662723244106382,False,4__1,0.2136382098655803,0,52,Team 4,Sewing,0.7,60,1028.0,58.0,6960,26.82,0,1,2015-03-04,0.09404515456682627,False,Healthy,0,0.6227995993938611,No immediate action
53,53,2,0.750050847,0.7559669505703124,0.2962075135941897,0.9582417311477804,False,4__1,0.269567613165666,0,53,Team 4,Sewing,0.7,50,1117.0,59.0,7080,26.82,0,1,2015-03-05,0.055966950570312424,False,Healthy,0,0.6620342175535907,No immediate action
54,54,2,0.800746552,0.7979075172767388,0.348946422200924,0.967033351679628,False,4__1,0.2079360742015974,0,54,Team 4,Sewing,0.7,60,1195.0,58.0,6960,26.82,0,1,2015-03-07,0.09790751727673885,False,Healthy,0,0.618086929478704,No immediate action
55,55,2,0.850084211,0.8093319875061822,0.3655511323058811,0.9692895224625128,False,4__1,0.234302155757062,0,55,Team 4,Sewing,0.75,65,1082.0,57.0,6840,26.82,0,2,2015-03-08,0.05933198750618218,False,Healthy,0,0.6037383901566317,No immediate action
